id,title
"4247068","sed command with -i option failing on Mac, but works on Linux"
"3162385","how to split a string in shell and get the last field"
"1529946","Linux: copy and create destination dir if it does not exist"
"6331075","Why do you need ./ (dot-slash) before script name to run it in bash?"
"2709458","Bash script to replace spaces in file names"
"4412238","What's the Cleanest Way to SSH and Run Multiple Commands in Bash?"
"7114990","Pseudo-terminal will not be allocated because stdin is not a terminal"
"11094383","How can I convert tabs to spaces in every file of a directory?"
"17965","How to generate a core dump in Linux when a process gets a segmentation fault?"
"9332802","How to write a bash script that takes optional input arguments?"
"415403","What's the difference between .bashrc, .bash_profile, and .environment?"
"4009412","BASH - How to use arguments from previous command?"
"2564634","Convert absolute path into relative path given a current directory using Bash"
"3980668","How to get a password from a shell script without echoing"
"2893954","How to pass in password to pg_dump?"
"3826425","How to represent multiple conditions in a shell script?"
"696839","How do I write a bash script to restart a process if it dies?"
"6495501","""find: paths must precede expression:"" How do I specify a recursive search that also finds files in the current directory?"
"4708549","What's the difference between $(command) and `command` in shell programming?"
"9609130","Quick way to find if a port is open on Linux"
"92802","What is the Linux equivalent to DOS pause?"
"9522631","How to Put Line Comment for a Multi-line Command"
"2150614","bash shell scripting combining *.txt into one file"
"380817","Best way to simulate ""group by"" from bash?"
"21620406","How do I pause my shell script for 1 second before continuing?"
"228544","How to tell if a string is not defined in a bash shell script?"
"4549489","Can I change the name of `nohup.out`?"
"4881930","Bash - remove the last line from a file"
"1624691","linux: kill background task"
"525872","Echo tab characters in bash script"
"6442364","Running script upon login mac"
"1056394","In bash, how does one clear the current input?"
"911168","How to detect if my shell script is running through a pipe?"
"8920245","bash conditionals: how to ""and"" expressions? (if [ ! -z $VAR && -e $VAR ])"
"6916856","Can bash show a function's definition?"
"3466166","How to check if running in Cygwin, Mac or Linux?"
"195655","How to copy a file to multiple directories using the gnu cp command"
"2614764","How to create a hex dump of file containing only the hex characters without spaces in bash?"
"3371294","How can I recall the argument of the previous bash command?"
"342969","How do I get bash completion to work with aliases?"
"78497","design patterns or best practices for shell scripts"
"9574089","OSX bash, 'watch' command"
"4499910","How to display a specific user's commits in svn log?"
"2016844","Bash: Recursively remove files"
"6709349","Delete terminal history in Linux"
"618378","Select unique or distinct values from a list in UNIX shell script"
"7039130","Bash : iterate over list of files with spaces"
"5955577","bash - automatically capture output of last executed command into a variable"
"2193584","Copy folder recursively, excluding some folders"
"249578","How to delete files older than X hours"
"9457233","Unlimited Bash History"
"10552711","How to make ""if not true condition""?"
"3569997","View line-endings in a text file"
"3517162","How to undo the effect of ""set -e"" which makes bash exit immediately if any command fails"
"12331633","How to gzip all files in all sub-directories into one compressed file in bash"
"3294072","Bash - get last dirname/filename in a file path argument"
"3474526","Stop on first error"
"2702564","How can I quickly sum all numbers in a file?"
"17066250","Create timestamp variable in bash script"
"2746553","Bash script, read values from stdin pipe"
"7780030","How to fix Terminal not loading ~/.bashrc on OS X Lion"
"2961673","find: missing argument to -exec"
"16483119","example of how to use getopts in bash"
"15691977","Why start a shell command with a backslash?"
"6481005","How to obtain the number of CPUs/cores in Linux from the command line?"
"4632028","How to create a temporary directory?"
"16085958","Scripts: find the files have been changed in last 24 hours"
"589276","How can I use Bash syntax in Makefile targets?"
"2925606","How to create a CPU spike with a bash command"
"7069682","How to get arguments with flags in bash script"
"191364","Quick unix command to display specific lines in the middle of a file?"
"991142","How does this bash fork bomb work?"
"13296863","Difference between wait and sleep"
"4325216","rm all files except some"
"146435","How do I execute any command editing its file (argument) ""in place"" using bash?"
"1063347","Passing arrays as parameters in bash"
"3737740","Is there a better way to run a command N times in bash?"
"12314451","Accessing bash command line args $@ vs $*"
"9405478","Command substitution: backticks or dollar sign / paren enclosed?"
"1298066","Check if a package is installed and then install it if it's not"
"951336","How to debug a bash script?"
"284662","How do you normalize a file path in Bash?"
"5131948","Use of an exclamation mark in a Git commit message via command line?"
"2937407","Test whether a glob has any matches in bash"
"7017143","GIT Bash - how to default to other directory instead of home directory"
"8513133","How do I find all of the symlinks in a directory tree?"
"1731767","How to create nonexistent subdirectories recursively using Bash?"
"3231804","In Bash, how to add ""Are you sure [Y/n]"" to any command or alias?"
"13799789","Expansion of variable inside single quotes in a command in bash shell script"
"185451","Quick-and-dirty way to ensure only one instance of a shell script is running at a time"
"4090301","Root user/sudo equivalent in Cygwin?"
"16365130","The difference between ""#! /usr/bin/env bash"" and ""#! /usr/bin/bash""?"
"2005192","How to execute a bash command stored as a string with quotes and asterisk"
"1120095","Split Files using tar ,gz,zip or bzip2"
"1429556","Shell/Bash Command to get nth line of STDOUT"
"4272770","wget with authentication"
"4321456","find -exec a shell function?"
"19306771","Get current users username in bash?"
"4937792","Using variables inside a bash heredoc"
"14219092","-bash: ./my_script: /bin/bash^M: bad interpreter: No such file or directory"
"16548528","Linux command to get time in milliseconds"
"12457457","count number of lines in terminal output"
"8903239","How to calculate time difference in bash script?"
"13322485","How to I get the primary IP address of the local machine on Linux and OS X?"
"3427872","What's the difference between [ and [[ in bash?"
"8955425","How can I convert a series of images to a PDF from the command line on linux?"
"1030182","How do I change bash history completion to complete what's already on the line?"
"2871181","Bash string replacing some chars with another"
"874452","Change current directory from a script"
"626533","How can I ssh directly to a particular directory?"
"3127977","How to make the hardware beep sound in Mac OS X 10.6"
"114814","count (non-blank) lines-of-code in bash"
"8988824","Generating random number between 1 and 10 in Bash Shell Script"
"3822621","How to exit if a command failed?"
"4423306","How do I find the number of arguments passed to a Bash script?"
"6905697","how to run script as another user without password"
"791765","Unable to forward search Bash history similarly as with CTRL-r"
"18668556","Comparing numbers in bash"
"16618071","Can I export a variable to the environment from a bash script without sourcing it?"
"11287861","How to check if a file contains a specific string using bash"
"9639103","Is there a ""goto"" statement in bash?"
"602912","How do you echo a 4-digit Unicode character in Bash?"
"657130","Fastest way(s) to move the cursor on a terminal command line?"
"6270440","Simple logical operators in BASH"
"85880","Determine if a function exists in bash"
"2397822","What is the best practice for dealing with passwords in github?"
"2150882","How to automatically add user account AND password with a Bash script?"
"10523415","Bash Script to Execute Command on All Files in Directory"
"673055","Correct Bash and shell script variable capitalization"
"4471364","how do I list the functions defined in my shell?"
"10610327","Delete all local git branches"
"103857","What is your favorite Bash prompt?"
"845863","How to use > in an xargs command?"
"301039","How can I escape white space in a bash loop list?"
"5928156","Replace a Space with a Period in Bash"
"15595374","What's the difference between nohup and ampersand"
"5750450","Bash: Print each command before executing?"
"971879","What is a unix command for deleting the first N characters of a line?"
"1655372","Longest line in a file"
"245406","How do I delete a bash function?"
"1276703","How to make zsh run as a login shell on Mac OS X (in iTerm)?"
"2556190","Random number from a range in a Bash Script"
"2924697","How does one output bold text in BASH?"
"16661982","Check folder size in bash"
"11616835","'\r': command not found - .bashrc / .bash_profile"
"23929235","Multi-line string with extra space (preserved indentation)"
"3043978","How to check if a process id (PID) exists"
"7901517","How to redirect stderr and stdout to different files in the same line of bash?"
"5767062","How to check if symlink exists"
"16787916","difference between 2 directories in linux"
"2371248","How to convert timestamps to dates in Bash?"
"3800202","Diff output from two programs without temporary files"
"4976658","On EC2: sudo node command not found, but node without sudo is ok"
"149057","How to remove trailing whitespace of all files recursively?"
"954302","How to make a programme continue to run after log out from ssh?"
"19619582","Number of processors/cores in command line"
"20751352","Suppress warning messages using mysql from within Terminal, but password written in bash script"
"15883416","Adding git branch on the Bash command prompt"
"962255","How to store standard error in a variable in a Bash script"
"1323956","How to redirect output of an already running process"
"1039713","Different bash prompt for different vi editing mode?"
"20796200","How to iterate over files in directory with bash?"
"3211595","Renaming files in a folder to sequential numbers"
"7035","How to show a GUI message box from a bash script in linux?"
"1335815","How to slice an array in bash"
"345505","How can you diff two pipelines in Bash?"
"3869072","Test for non-zero length string in bash: [ -n ""$var"" ] or [ ""$var"" ]"
"5274294","How can you run a command in bash over until success"
"12722095","How can I get float division?"
"756756","Multiple commands in an alias for bash"
"8385627","Subtract 2 variables in Bash"
"2493642","How does a Linux/Unix Bash script know its own PID?"
"5431909","bash functions: return boolean to be used in if"
"2220301","How to evaluate http response codes from bash/shell script?"
"593724","Redirect STDERR / STDOUT of a process AFTER it's been started, using command line?"
"4304917","How to print last two columns using awk"
"4023830","How compare two strings in dot separated version format in Bash?"
"11065077","eval command in Bash and its typical uses"
"9640660","Any way to exit bash script, but not quitting the terminal"
"9293887","In bash, how do I convert a space-delimited string into an array?"
"1706882","Get the date (a day before current time) in Bash"
"7328223","UNIX export command"
"200960","Find all storage devices attached to a Linux machine"
"10982911","Creating temporary files in bash"
"19242275","RE error: illegal byte sequence on Mac OS X"
"23207168","A semantics for Bash scripts?"
"5677201","How to pipe stdout while keeping it on screen ? (and not to a output file)"
"1469849","How to split one string into multiple strings separated by at least one space in bash shell?"
"3265803","bash string equality"
"5349718","How can I repeat a character in bash?"
"902946","About .bash_profile, .bashrc, and where should alias be written in?"
"25785","Delete all but the most recent X files in bash"
"3834839","How to escape double quote inside a double quote?"
"7103531","How to get the part of file after the line that matches grep expression ? (first match)"
"3806874","How to concatenate two files line by line using bash"
"18215973","How to check if running as root in a bash script"
"820760","In Unix, how do you remove everything in the current directory and below it?"
"1401002","Trick an application into thinking its stdin is interactive, not a pipe"
"11012527","What does `kill -0 $pid` in a shell script do?"
"2696055","Intersection of two lists in Bash"
"3497123","Run git pull over all subdirectories"
"750786","What's the best way to use R scripts on the command line?"
"408975","Compare integer in bash, unary operator expected"
"4906579","How to use Bash to create a folder if it doesn't already exist?"
"3411048","[ :Unexpected operator in shell programming"
"1753110","How do I capture bash output to the Mac OS X clipboard?"
"6980090","How to read from file or stdin in bash?"
"5013151","How do I limit the number of results returned from grep?"
"2439579","How to get the first line of a file in a bash script?"
"1507816","With bash, how can I pipe standard error into another process?"
"20176410","How to resolve ""You need to have Ruby and Sass installed and in your PATH for this task to work"" Warning?"
"2462385","Getting an ""ambiguous redirect"" error"
"9229333","How to get overall CPU Usage (e.g. 57%) on Linux"
"13356628","Is there a way to redirect time output to file in Linux"
"5560442","how to run two commands in sudo?"
"4128235","What is the exact meaning of IFS=$'\n'?"
"2609552","How to use "":"" as awk field separator?"
"6871859","Piping command output to tee but also save exit code of command"
"5161193","Bash script that kills a child process after a given timeout"
"670460","Move all files except one"
"893585","How to parse XML in Bash?"
"407184","How to check the extension of a filename in a bash script?"
"5920333","How to check size of a file?"
"7875540","How do you write multiple line configuration file using BASH, and use variables on multiline?"
"1641477","How to set environment variable for everyone under my linux system?"
"3643848","Copy files from one directory into an existing directory"
"11393817","bash: Read lines in file into an array"
"4676459","Write to file, but overwrite it if it exists"
"2711001","How to apply shell command to each line of a command output?"
"25373188","Laravel installation: How to place the ~/.composer/vendor/bin directory in your PATH?"
"5386482","How to run the sftp command with a password from Bash script?"
"17336915","Return value in bash script"
"8260858","How to send email from Terminal?"
"688849","Associative arrays in Shell scripts"
"4000613","Bash: for each directory"
"2241063","Bash script to setup a temporary SSH tunnel"
"211378","Hidden features of Bash"
"3679296","Only get hash value using md5sum (without filename)"
"2683279","How to detect if a script is being sourced"
"169964","How to prevent a script from running simultaneously?"
"6207573","How to append output to the end of text file in shell script / bash?"
"3274397","Reload .profile in bash shell script (in unix)?"
"1058047","WAIT for ""any process"" to finish"
"9533679","How to insert a text at the beginning of a file?"
"13868821","Shell script delete folders older than n days"
"2480584","How do I use a file grep comparison inside a bash if/else statement?"
"11000410","Using bash history to get a previous command, copy it and then 'run' it but with the command commented"
"1835943","How to determine function name from inside a function"
"13542832","What is the difference between single and double square brackets in Bash?"
"2524367","Inline comments for bash?"
"21297853","How to determine SSL cert expiration date from a PEM encoded certificate?"
"7764755","Unix: How to split a file into equal parts, without breaking individual lines?"
"1447625","List files with certain extensions with ls and grep"
"2292847","How to silence output in a bash script?"
"2642585","Read a variable in bash with a default value"
"2559076","How do I redirect output to a variable in this shell function?"
"19454837","bash HISTSIZE vs. HISTFILESIZE?"
"9377040","Remove duplicate entries using a Bash script"
"4256107","running bash commands in python"
"4638874","How to loop through a directory recursively to find files with certain extensions"
"12338233","shell init issue when click tab, what's wrong with getcwd?"
"4431829","What are my environment variables?"
"7463554","Bash: How can I list out the size of each file and directory (recursively) and sort by size decendingly?"
"304864","How do I use regular expressions in bash scripts?"
"12137431","Test if a command outputs an empty string"
"13781216","Bash: Meaning of ""[: too many arguments"" error from if [] (square brackets)"
"6405127","How do I specify a password to psql non-interactively?"
"22727107","How to find the last field using 'cut'. Linux"
"4780203","Deleting lines from one file which are in another file"
"2107945","How to loop over directories in Linux?"
"2327191","Preserve colouring after piping grep to grep"
"1537673","How do I forward parameters to other command in bash script?"
"370047","What is the most elegant way to remove a path from the $PATH variable in Bash?"
"124167","Bash variable scope"
"7316107","Bash continuation lines"
"316590","How to count lines of code including sub-directories"
"9727695","bash scripting: if arguments is equal to this string, define a variable like this string"
"1116992","Capturing output of find . -print0 into a bash array"
"7216358","`date` command on OS X doesn't have ISO 8601 `-I` option?"
"5570795","How does bash tab completion work?"
"12996397","Command not found when using sudo"
"699576","Validating parameters to a bash script"
"10969953","How to output a multiline string in Bash?"
"19331497","Set environment variables from file"
"17282915","download an entire directory using wget"
"73833","How do you search for files containing dos line endings (CRLF) with grep on Linux?"
"6541109","Send string to stdin"
"163591","Bash autocompletion in Emacs shell-mode"
"5014823","How to profile a bash shell script slow startup?"
"19075671","How to use shell variables in awk script"
"8206280","Delete all lines beginning with a # from a file"
"10247472","How to prevent rm from reporting that a file was not found?"
"10520623","How to split one string into multiple variables in bash shell?"
"670191","Getting a 'source: not found' error when using source in a bash script"
"23963018","RVM is not a function, selecting rubies with 'rvm use ...' will not work"
"4780893","Use expect in bash script to provide password to SSH command"
"4162821","Bash foreach loop"
"6114119","How do I read first line using cat"
"2314750","How to assign the output of a Bash command to a variable?"
"1983048","Passing a string with spaces as a function argument in bash"
"448407","Bash script to receive and repass quoted parameters"
"102049","How do I escape the wildcard/asterisk character in bash?"
"7442417","How to sort an array in BASH"
"16203088","Multiple Conditions If Statement Bash Script"
"10382141","Temporarily change current working directory in bash to run a command"
"38160","Parallelize Bash Script with maximum number of processes"
"7046381","Syntax for piping a heredoc; is this portable?"
"998626","Meaning of tilde in Linux bash (not home directory)"
"5688576","How to use mod operator in bash?"
"5735666","Execute bash script from URL"
"966020","How to produce range with step n in bash? (generate a sequence of numbers with increments)"
"3683434","Custom format for time command"
"9772036","Pass all variables from one shellscript to another?"
"8364640","How to properly handle a gzipped page when using curl?"
"3963716","How to manually expand a special variable (ex: ~ tilde) in bash"
"4200800","In bash, how do I bind a function key to a command?"
"9066609","Fastest possible grep"
"4542732","How do I negate a test with regular expressions in a bash script?"
"10515964","Counter increment in Bash loop not working"
"22009364","Is there a TRY CATCH command in Bash"
"26717870","Why does /bin/sh behave differently to /bin/bash even if one points to the other?"
"8967843","How do I create a bash alias?"
"12487424","uppercase first character in a variable with bash"
"12036445","bash command line arguments"
"9217185","How do I use grep to search the current directory for all files having the a string ""hello"" yet display only .h and .cc files?"
"9245638","Select random lines from a file in bash"
"2338765","Is there a way to make a link clickable in the OSX Terminal?"
"8426058","bash get the parent directory of current directory"
"13617843","unary operator expected"
"12967232","Repeatedly run a shell command until it fails?"
"11287564","Getting ""sed error - illegal byte sequence"" (in bash)"
"5562253","Switch case with fallthrough?"
"2366693","Run cron job only if it isn't already running"
"20635472","Using the RUN instruction in a Dockerfile with 'source' does not work"
"1404938","List files by last edited date"
"9612090","How to loop through file names returned by find?"
"2914220","Bash Templating: How to build configuration files from templates with Bash?"
"8624669","unix - head AND tail of file"
"19543139","Bash script processing commands in parallel"
"6152659","Bash/sh - difference between && and ;?"
"1815329","Portable way to get file size (in bytes) in shell?"
"9117507","Linux/Unix command to determine if process is running?"
"5731234","How to get the start time of a long-running Linux process?"
"1729824","Transpose a file in bash"
"8063228","How do I check if a variable exists in a list in BASH"
"6134","How do you kill all Linux processes that are older than a certain age?"
"8737638","Assign curl output to variable in bash"
"17385794","How to get the process ID to kill a nohup process?"
"8746227","How to open emacs inside bash"
"8473121","Execute command without keeping it in history"
"4438147","Alias with variable in bash"
"6153152","bash script - find file containing text"
"9084257","BASH array with spaces in elements"
"3746947","get just the integer from wc in bash"
"3004811","How do you run multiple programs in parallel from a bash script?"
"1352922","Why is '#!/usr/bin/env python' supposedly more correct than just '#!/usr/bin/python'?"
"602706","Batch Renaming with Bash"
"5998066","Bash Script - Variable content as a command to run"
"6852612","Bash test for empty string with X"""""
"19456518","invalid command code ., despite escaping periods, using sed"
"2159860","Viewing full output of PS command"
"2129923","Bash: run command before a script exits?"
"2210349","BASH: Test whether string is valid as an integer?"
"9733338","Shell Script - remove first and last quote ("") from a variable"
"4458120","Unix find: search for executable files"
"18096670","What does -z mean in Bash?"
"850730","How can I append text to /etc/apt/sources.list from the command line?"
"589149","BASH Script to cd to directory with spaces in pathname"
"8296710","Ignore empty result for xargs"
"706196","How to remove files starting with double hyphen?"
"11307465","DESTDIR and PREFIX of make"
"12711786","Bash: convert command line arguments into array"
"11003418","Calling functions with xargs within a bash script"
"1715137","The best way to ensure only 1 copy of bash script is running?"
"20381128","How to install Homebrew on OS X?"
"4793892","Recursively rename files using find and sed"
"3846380","How to iterate through all git branches using bash script"
"8938120","How to run cron once, daily at 10pm"
"5379986","Why doesn't my bash prompt update?"
"3058325","What is the difference between PS1 and PROMPT_COMMAND"
"1988249","How do I use su to execute the rest of the bash script as that user?"
"16497317","Piping both stdout and stderr in bash?"
"13380607","How to use sed to remove the last n lines of a file"
"6509650","bash filepath to parent directory of file"
"18681595","Tar a directory, but don't store full absolute paths in the archive"
"2701400","Remove first element from $@ in bash"
"5635651","linux find regex"
"11650840","Linux: Remove path from $PATH variable"
"2768608","Batch equivalent of Bash backticks"
"1952404","Linux bash: Multiple variable assignment"
"1108527","recursively add file extension to all files"
"26022248","Is the behavior behind the Shellshock vulnerability in Bash documented or at all intentional?"
"25090452","Gulp command not found after install"
"60942","How can I send the stdout of one process to multiple processes using (preferably unnamed) pipes in Unix (or Windows)?"
"6723426","Looping over arrays, printing both index and value"
"13939038","How do you run a command for each line of a file?"
"15691942","bash print array elements on separate lines"
"10938483","Bash: specifying environment variables for echo on command line?"
"4316730","Linux scripting: hiding user input on terminal"
"1650164","Bash: Copy named files recursively, preserving folder structure"
"4060880","Passing argument to alias in bash"
"10555136","Delete multiple remote branches in git"
"8110530","Check free disk space for current partition in bash"
"20303826","Highlight bash/shell code in markdown"
"17583578","What command means ""do nothing"" in a conditional in BASH?"
"7110119","Bash history without line numbers?"
"4642822","Commands executed from vim are not recognizing bash command aliases"
"9605232","How to merge every two lines into one from the command line?"
"552724","how do I check in bash whether a file was created more than x time ago?"
"989349","Running a command in a new Mac OS X Terminal window"
"18522647","Run ssh and immediately execute command"
"4409399","Padding characters in printf"
"6438896","Sorting data based on the value in second column of a file"
"2621281","Unable to modify git bash Windows shortcut"
"219402","What linux shell command returns a part of a string?"
"49110","How do I write a for loop in bash"
"18276701","Getting ""Warning! PATH is not properly set up"" when doing rvm use 2.0.0 --default"
"91368","Checking from shell script if a directory contains files"
